
# =====================================
# FECHA: 27/05/2026 13:49 PM
# =====================================
24.5 48.5 776.26 1.0 1340.0
24.5 48.3 776.25 1.0 1351.0
24.5 48.4 776.28 1.0 1347.0
24.5 48.6 776.25 1.0 1329.0
24.5 48.7 776.2 1.0 1335.0
24.5 48.7 776.24 1.0 1347.0
24.5 48.7 776.24 1.0 1354.0
24.5 48.7 776.26 1.0 1353.0
24.5 48.8 776.25 1.0 1343.0
24.5 49.1 776.24 1.0 1337.0
24.5 49.1 776.24 1.0 1329.0
24.5 49.0 776.24 1.0 1337.0
24.5 48.8 776.2 1.0 1340.0
24.5 48.5 776.21 1.0 1335.0
24.5 48.4 776.19 1.0 1360.0
24.5 48.3 776.22 1.0 1332.0
24.5 48.5 776.21 1.0 1341.0
24.5 48.5 776.23 0.0 957.0
24.5 48.8 776.22 0.0 1039.0
24.5 48.8 776.25 0.0 1133.0
24.5 48.7 776.21 0.0 1225.0
24.5 48.7 776.24 0.0 1250.0
24.5 48.8 776.24 0.0 1284.0
24.5 48.8 776.2 0.0 1310.0
24.5 48.8 776.2 0.0 1311.0
24.5 48.8 776.25 0.0 1322.0
24.5 49.0 776.23 0.0 1326.0
24.5 49.1 776.21 0.0 1326.0
24.5 49.0 776.23 0.0 1320.0
24.5 49.0 776.24 0.0 1332.0
24.5 49.0 776.18 0.0 1327.0
24.5 48.9 776.24 0.0 1328.0
24.5 48.7 776.18 0.0 1328.0
24.5 48.7 776.21 0.0 1326.0
24.5 48.7 776.21 0.0 1277.0
24.5 48.9 776.2 0.0 1337.0

# =====================================
# FECHA: 27/05/2026 14:16 PM
# =====================================
24.5 48.9 776.18 0.0 1319.0
24.5 48.9 776.2 0.0 1335.0
24.5 49.1 776.22 0.0 1353.0
24.5 48.8 776.21 0.0 1341.0
24.5 48.6 776.24 0.0 1325.0
24.5 48.6 776.24 0.0 1314.0
24.5 48.5 776.22 0.0 1331.0
24.5 48.8 776.25 0.0 1331.0
24.5 49.0 776.21 0.0 1342.0
24.5 49.3 776.29 0.0 1337.0
24.5 49.5 776.26 0.0 1317.0
24.5 49.5 776.26 0.0 1327.0
24.5 49.5 776.26 0.0 1322.0
24.5 49.7 776.27 0.0 1335.0
24.5 49.8 776.28 0.0 1322.0
24.5 49.7 776.25 0.0 1328.0
24.5 49.7 776.27 0.0 1321.0
24.5 49.3 776.3 0.0 1326.0
24.5 49.2 776.29 0.0 1313.0
24.5 49.0 776.29 0.0 1327.0
24.5 48.9 776.31 0.0 1322.0
24.5 48.8 776.3 0.0 1328.0
24.5 48.8 776.32 0.0 1323.0
24.5 48.9 776.26 0.0 1315.0
24.5 48.9 776.3 0.0 1298.0
24.5 48.9 776.34 0.0 1328.0
24.5 49.0 776.33 0.0 1323.0
24.5 49.1 776.32 0.0 1336.0
24.5 49.0 776.32 0.0 1339.0
24.5 49.1 776.33 0.0 1334.0
24.5 49.2 776.35 0.0 1341.0
24.5 49.4 776.34 0.0 1231.0
24.5 49.4 776.32 0.0 1334.0
24.5 49.3 776.34 0.0 1328.0
24.5 49.3 776.3 0.0 1339.0
24.5 49.2 776.29 0.0 1340.0
24.5 49.1 776.31 0.0 1312.0
24.5 48.8 776.32 0.0 1328.0
24.5 48.7 776.31 0.0 1341.0
24.5 48.7 776.3 0.0 1335.0
24.5 48.7 776.33 0.0 1330.0
24.5 49.0 776.33 0.0 1333.0
24.5 49.0 776.31 0.0 1331.0
24.4 49.0 776.34 0.0 1333.0
24.5 49.1 776.31 0.0 1330.0
24.5 49.3 776.36 0.0 1339.0
24.4 49.4 776.33 0.0 1334.0
24.4 49.5 776.3 0.0 1321.0
24.4 49.7 776.34 0.0 1322.0
24.4 49.7 776.35 0.0 1326.0
24.4 49.8 776.33 0.0 1342.0
24.4 49.7 776.34 0.0 1330.0
24.4 49.5 776.34 0.0 1331.0
24.4 49.1 776.34 0.0 1328.0
24.4 49.0 776.33 0.0 1339.0
24.4 49.0 776.35 0.0 1330.0
24.4 49.4 776.32 0.0 1327.0
24.4 49.5 776.32 0.0 1327.0
24.4 49.8 776.33 0.0 1326.0
24.4 49.9 776.32 0.0 1328.0

# =====================================
# FECHA: 27/05/2026 14:21 PM
# =====================================
24.4 50.1 776.28 0.0 1327.0
24.4 50.4 776.35 0.0 1309.0
24.4 50.2 776.31 0.0 1327.0
24.4 50.1 776.31 0.0 1327.0
24.4 50.2 776.32 0.0 1319.0
24.4 50.1 776.3 0.0 1330.0
24.4 50.0 776.32 0.0 1322.0
24.4 50.0 776.33 0.0 1305.0
24.4 49.9 776.31 0.0 1310.0
24.4 49.9 776.3 0.0 1318.0
24.4 50.0 776.31 0.0 1328.0
24.4 49.9 776.29 0.0 1314.0
24.4 50.0 776.34 0.0 1312.0
24.5 50.1 776.3 0.0 1316.0
24.4 50.0 776.29 0.0 1312.0
24.4 50.1 776.3 0.0 1317.0
24.4 50.1 776.26 0.0 1303.0
24.4 50.1 776.27 0.0 1314.0
24.4 50.1 776.29 0.0 1321.0
24.4 50.2 776.29 0.0 1311.0
24.4 50.2 776.28 0.0 1306.0
24.4 50.2 776.27 0.0 1305.0
24.4 50.2 776.25 0.0 1307.0
24.4 50.1 776.23 0.0 1307.0
24.5 50.2 776.23 0.0 1309.0
24.5 49.9 776.26 0.0 1297.0
24.5 49.8 776.23 0.0 1300.0
24.5 49.8 776.22 0.0 1315.0
24.5 49.8 776.26 0.0 1305.0
24.5 49.9 776.24 0.0 1319.0
24.5 49.8 776.28 0.0 1298.0
24.5 49.8 776.27 0.0 1305.0
24.5 49.7 776.22 0.0 1311.0
24.5 49.6 776.25 0.0 1306.0
24.5 49.8 776.24 0.0 1303.0
24.5 49.7 776.25 0.0 1308.0
24.4 49.7 776.25 0.0 1298.0
24.5 49.7 776.22 0.0 1305.0
24.5 49.6 776.24 0.0 1306.0
24.5 49.5 776.22 0.0 1296.0
24.5 49.5 776.23 0.0 1312.0
24.5 49.5 776.22 0.0 1295.0
24.5 49.5 776.27 0.0 1303.0
